name,link,profile_photo,department,descipline
Galea Marine,https://www.researchgate.netprofile/Galea_Marine,https://i1.rgstatic.net/ii/profile.image/938273199374341-1600713171963_Q64/Galea_Marine.jpg,human ressources,"['Management', 'Human Resource Management']"
Etienne Lemaire,https://www.researchgate.netprofile/Etienne-Lemaire-6,https://i1.rgstatic.net/ii/profile.image/939640915763200-1601039260437_Q64/Etienne-Lemaire-6.jpg,EM Normandie Business School,['Business']
Valentin Collet,https://www.researchgate.netprofile/Valentin-Collet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,78160,['Business']
Noé Le Guil,https://www.researchgate.netprofile/Noe_Le_Guil,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Entrepreneurship', 'Management', 'Leadership']"
Laura-Alexia Binder,https://www.researchgate.netprofile/Laura_Alexia_Binder,https://i1.rgstatic.net/ii/profile.image/943027908526082-1601846782957_Q64/Laura_Alexia_Binder.jpg,EM Normandie Business School,"['Management', 'Business Communication', 'Corporate Finance']"
Naoufal Akki,https://www.researchgate.netprofile/Naoufal_Akki,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Management']
Hanush Sunkara,https://www.researchgate.netprofile/Hanush_Sunkara,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,"['Logistics', 'Operations Management', 'Optimization']"
Benjamin Phelippeau,https://www.researchgate.netprofile/Benjamin_Phelippeau,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Aylén Arrigoni,https://www.researchgate.netprofile/Aylen_Arrigoni2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,INTERNATIONAL BUSINESS,['Modern Philosophy']
Edouard Anquetil,https://www.researchgate.netprofile/Edouard_Anquetil,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Management', 'Entrepreneurship']"
Nina Radulovic,https://www.researchgate.netprofile/Nina_Radulovic3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Event Management,[]
Florian Angotti,https://www.researchgate.netprofile/Florian_Angotti,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Leadership', 'Innovation']"
Emerance Desvaux Castanier,https://www.researchgate.netprofile/Emerance_Desvaux_Castanier,https://i1.rgstatic.net/ii/profile.image/954607769513984-1604607636241_Q64/Emerance_Desvaux_Castanier.jpg,EM Normandie Business School,['Strategic Management']
Adam Ad,https://www.researchgate.netprofile/Adam_Ad2,https://i1.rgstatic.net/ii/profile.image/955892107317253-1604913846969_Q64/Adam_Ad2.jpg,EM Normandie Business School,"['Pedagogy and Education', 'Professional Development']"
Nour Elhouda Ben Yedder,https://www.researchgate.netprofile/Nour_Elhouda_Ben_Yedder,https://i1.rgstatic.net/ii/profile.image/956270223843329-1605003996454_Q64/Nour_Elhouda_Ben_Yedder.jpg,EM Normandie Business School,"['Finance', 'Financial Analysis', 'Corporate Finance']"
Izadine Maman Kabirou,https://www.researchgate.netprofile/Izadine_Maman_Kabirou,https://i1.rgstatic.net/ii/profile.image/956744108883972-1605116979665_Q64/Izadine_Maman_Kabirou.jpg,EM Normandie Business School,"['Business Development', 'Financial Analysis', 'Entrepreneurship']"
Laura Méchinaud,https://www.researchgate.netprofile/Laura_Mechinaud,https://i1.rgstatic.net/ii/profile.image/957404455915522-1605274418395_Q64/Laura_Mechinaud.jpg,EM Normandie Business School,['Consulting']
Philippine Lacorne,https://www.researchgate.netprofile/Philippine_Lacorne,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Marketing Management', 'Strategic Management', 'Management']"
Maia Sicouri,https://www.researchgate.netprofile/Maia_Sicouri,https://i1.rgstatic.net/ii/profile.image/958216838078465-1605468105168_Q64/Maia_Sicouri.jpg,EM Normandie Business School,"['Management', 'Business Development', 'Entrepreneurship']"
Salima Chakir,https://www.researchgate.netprofile/Salima-Chakir,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,['Strategic Marketing']
Abdoul Dé,https://www.researchgate.netprofile/Abdoul_De,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication,"['Communication', 'Mass Communication']"
Tom Macé,https://www.researchgate.netprofile/Tom_Mace4,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Pierre-Baptiste Prévost,https://www.researchgate.netprofile/Pierre_Baptiste_Prevost,https://i1.rgstatic.net/ii/profile.image/960615879303168-1606040081489_Q64/Pierre_Baptiste_Prevost.jpg,Department of Finance,[]
Pauline Luchetta,https://www.researchgate.netprofile/Pauline_Luchetta,https://i1.rgstatic.net/ii/profile.image/960393933496320-1605987165980_Q64/Pauline_Luchetta.jpg,Marketing,['Management']
Maëlys Savy,https://www.researchgate.netprofile/Maelys-Savy,https://i1.rgstatic.net/ii/profile.image/961306433708037-1606204722737_Q64/Maelys-Savy.jpg,EM Normandie Business School,[]
Baptiste Vincent,https://www.researchgate.netprofile/Baptiste-Vincent,https://i1.rgstatic.net/ii/profile.image/961413208084484-1606230179926_Q64/Baptiste-Vincent.jpg,EM Normandie Business School,"['Business', 'Management', 'Leadership']"
Léa Germain,https://www.researchgate.netprofile/Lea_Germain2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Enzo Strippoli,https://www.researchgate.netprofile/Enzo_Strippoli,https://i1.rgstatic.net/ii/profile.image/962158280073218-1606407818196_Q64/Enzo_Strippoli.jpg,EM Normandie Business School,"['Management', 'Marketing Management', 'Strategic Management']"
Maude Buisson,https://www.researchgate.netprofile/Maude_Buisson,https://i1.rgstatic.net/ii/profile.image/963176086638592-1606650482018_Q64/Maude_Buisson.jpg,EM Normandie Business School,['Teaching and Learning']
Charlotte Boisguerin,https://www.researchgate.netprofile/Charlotte-Boisguerin-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,['Digital Marketing']
Clara Bernard,https://www.researchgate.netprofile/Clara_Bernard2,https://i1.rgstatic.net/ii/profile.image/963502730649603-1606728360522_Q64/Clara_Bernard2.jpg,EM Normandie Business School,[]
Elisabeth Du Tillet,https://www.researchgate.netprofile/Elisabeth_Du_Tillet,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Louis Delarue,https://www.researchgate.netprofile/Louis-Delarue,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Sébastien Giacoletti,https://www.researchgate.netprofile/Sebastien-Giacoletti,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Financial Analysis', 'Finance', 'Corporate Finance']"
Camille Vermande,https://www.researchgate.netprofile/Camille_Vermande,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Financial Risk Management', 'Banking and Finance', 'Risk Management']"
Tanguy Troude,https://www.researchgate.netprofile/Tanguy-Troude,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,International Events Management,['Communication']
Qiyuan Liu,https://www.researchgate.netprofile/Qiyuan_Liu16,https://i1.rgstatic.net/ii/profile.image/965482588938240-1607200395118_Q64/Qiyuan_Liu16.jpg,School of Business,"['Management', 'Business', 'Strategic Management']"
Yassine Salahdine,https://www.researchgate.netprofile/Yassine-Salahdine,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Logistics', 'Operations Management', 'SCM']"
Jean-Marie Adjadj,https://www.researchgate.netprofile/Jean_Marie_Adjadj,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Simon Leboucher,https://www.researchgate.netprofile/Simon_Leboucher2,https://i1.rgstatic.net/ii/profile.image/966522470137870-1607448322948_Q64/Simon_Leboucher2.jpg,Department of Finance,['Corporate Finance']
Marine Marquetty,https://www.researchgate.netprofile/Marine_Marquetty,https://i1.rgstatic.net/ii/profile.image/967120074579970-1607590802850_Q64/Marine_Marquetty.jpg,EM Normandie Business School,['Strategic Marketing']
Antoine Naudo,https://www.researchgate.netprofile/Antoine_Naudo,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Accounting', 'Financial Accounting', 'Financial Reporting']"
Déborah Lebasle,https://www.researchgate.netprofile/Deborah_Lebasle,https://i1.rgstatic.net/ii/profile.image/968315660943361-1607875852661_Q64/Deborah_Lebasle.jpg,EM Normandie Business School,"['Marketing Management', 'Strategic Marketing', 'Management']"
Oumaima Eddahmani,https://www.researchgate.netprofile/Oumaima_Eddahmani,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Environmental Psychology', 'Qualitative Analysis', 'Quantitative Analysis']"
Justine Bigot,https://www.researchgate.netprofile/Justine_Bigot,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,76,[]
Andres Leonardo Gomez Martinez,https://www.researchgate.netprofile/Andres_Gomez_Martinez,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Gauthier Covin,https://www.researchgate.netprofile/Gauthier_Covin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Finance', 'Financial Analysis', 'Corporate Finance']"
Kinga Matlag,https://www.researchgate.netprofile/Kinga_Matlag,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Developing Countries', 'International Development', 'Poverty Analysis']"
Clara Brami,https://www.researchgate.netprofile/Clara_Brami,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Marketing Management']
Armance Dubost,https://www.researchgate.netprofile/Armance_Dubost,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Management', 'Marketing Management', 'Strategic Marketing']"
Claire-Elisabeth Auproux,https://www.researchgate.netprofile/Claire_Elisabeth_Auproux,https://i1.rgstatic.net/ii/profile.image/976957755883521-1609936288921_Q64/Claire_Elisabeth_Auproux.jpg,Marketing,"['Academic Writing', 'Management', 'Strategic Management']"
Abdelkader Rahaoui,https://www.researchgate.netprofile/Abdelkader_Rahaoui,https://i1.rgstatic.net/ii/profile.image/977451077345280-1610053905360_Q64/Abdelkader_Rahaoui.jpg,Department of Finance,"['Finance', 'Corporate Finance', 'Financial Accounting']"
Jérémie Dardun,https://www.researchgate.netprofile/Jeremie_Dardun,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Auriane Monin,https://www.researchgate.netprofile/Auriane_Monin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Meryeme Rachad,https://www.researchgate.netprofile/Meryeme_Rachad,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Strategic Management', 'Business', 'Innovation']"
Clement Gascoin,https://www.researchgate.netprofile/Clement_Gascoin,https://i1.rgstatic.net/ii/profile.image/979554378215425-1610555371635_Q64/Clement_Gascoin.jpg,EM Normandie Business School,"['Management', 'Branding', 'Leadership']"
Baquet Marie,https://www.researchgate.netprofile/Baquet_Marie,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Supply Chain Management']"
Adri Rts,https://www.researchgate.netprofile/Adri_Rts,https://i1.rgstatic.net/ii/profile.image/979964031684611-1610653040850_Q64/Adri_Rts.jpg,HR & Organisation,"['Operations Management', 'Production/Operations Management']"
Tristan Michaud,https://www.researchgate.netprofile/Tristan_Michaud,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Finance', 'Audit', 'Financial Accounting']"
Charles Dubus,https://www.researchgate.netprofile/Charles_Dubus,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Constance Didier,https://www.researchgate.netprofile/Constance_Didier,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Constance Deladune,https://www.researchgate.netprofile/Constance_Deladune,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Communication,"['Creativity and Innovation', 'Visual Communication']"
Nicolas Ravet,https://www.researchgate.netprofile/Nicolas_Ravet,https://i1.rgstatic.net/ii/profile.image/1096209804607490-1638368192542_Q64/Nicolas_Ravet.jpg,EM Normandie Business School,"['Fish Nutrition', 'Aquaculture Nutrition', 'Aquaculture Management']"
Laura Leconte,https://www.researchgate.netprofile/Laura_Leconte,https://i1.rgstatic.net/ii/profile.image/981795914936329-1611089795896_Q64/Laura_Leconte.jpg,EM Normandie Business School,"['Management', 'Strategic Management']"
Morgan Gasiglia,https://www.researchgate.netprofile/Morgan_Gasiglia,https://i1.rgstatic.net/ii/profile.image/981948189130753-1611126100265_Q64/Morgan_Gasiglia.jpg,Supply Chain Management & Decision Sciences,"['Logistics', 'SCM', 'Operations Management']"
Bastian Monin,https://www.researchgate.netprofile/Bastian_Monin2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Strategy & Entrepreneurship,['Strategic Marketing']
Pierre Pauvert,https://www.researchgate.netprofile/Pierre_Pauvert,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Supply Chain Management & Decision Sciences,['SCM']
Ilona Boussely,https://www.researchgate.netprofile/Ilona_Boussely,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Business', 'Strategic Management', 'Business Development']"
Guillaume Boette,https://www.researchgate.netprofile/Guillaume_Boette,https://i1.rgstatic.net/ii/profile.image/983170325442568-1611417480903_Q64/Guillaume_Boette.jpg,Department of Finance,"['Financial Accounting', 'Accounting', 'Corporate Finance']"
Imane Bengachoud,https://www.researchgate.netprofile/Imane_Bengachoud,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Ibtissam Ghenji,https://www.researchgate.netprofile/Ibtissam_Ghenji,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,International events management,"['Event Management', 'event planning', 'Content Marketing']"
Aurelien Cianfarani,https://www.researchgate.netprofile/Aurelien_Cianfarani,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Strategy & Entrepreneurship,[]
Aurele Patorni,https://www.researchgate.netprofile/Aurele_Patorni,https://i1.rgstatic.net/ii/profile.image/984222705664001-1611668387283_Q64/Aurele_Patorni.jpg,EM Normandie Business School,"['Business Development', 'Management']"
Lvye Zhan,https://www.researchgate.netprofile/Lvye_Zhan,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Marie-Caroline Curt,https://www.researchgate.netprofile/Marie_Caroline_Curt,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Strategic Management', 'Business Development', 'Entrepreneurship']"
Mahaut Francois,https://www.researchgate.netprofile/Mahaut_Francois,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Antoine Lorber,https://www.researchgate.netprofile/Antoine_Lorber,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Logan Tharpe,https://www.researchgate.netprofile/Logan_Tharpe,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Mariam Najib,https://www.researchgate.netprofile/Mariam_Najib,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,"Economy, Territories and Sustainable Development","['Finance', 'Banking and Finance', 'Financial Management']"
Maelle Le Ravallec,https://www.researchgate.netprofile/Maelle_Le_Ravallec,https://i1.rgstatic.net/ii/profile.image/985702670024716-1612021238772_Q64/Maelle_Le_Ravallec.jpg,Marketing,[]
Marina Tang,https://www.researchgate.netprofile/Marina_Tang2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Information Systems,"['SQL', 'SQL Programming']"
Thomas Cudelou,https://www.researchgate.netprofile/Thomas_Cudelou,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Karamoko Habib Fofana,https://www.researchgate.netprofile/Karamoko_Fofana,https://i1.rgstatic.net/ii/profile.image/986049723514880-1612103982214_Q64/Karamoko_Fofana.jpg,Department of Information Systems,"['SQL', 'Relational Databases', 'SQL Programming']"
Martin Garnier,https://www.researchgate.netprofile/Martin_Garnier4,https://i1.rgstatic.net/ii/profile.image/986063405326338-1612107244504_Q64/Martin_Garnier4.jpg,EM Normandie Business School,"['Finance', 'General Economics', 'Investment']"
Robert Fonteijn,https://www.researchgate.netprofile/Robert_Fonteijn,https://i1.rgstatic.net/ii/profile.image/987056423583744-1612343998064_Q64/Robert_Fonteijn.jpg,"Economy, Territories and Sustainable Development","['Management', 'Entrepreneurship', 'Strategic Planning']"
Nicolas Six,https://www.researchgate.netprofile/Nicolas_Six2,https://i1.rgstatic.net/ii/profile.image/987156893949954-1612367952339_Q64/Nicolas_Six2.jpg,EM Normandie Business School,"['Management', 'Business', 'Strategic Management']"
Clara Marthy,https://www.researchgate.netprofile/Clara_Marthy,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Jane Yang,https://www.researchgate.netprofile/Jane_Yang21,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Shalini Mittal,https://www.researchgate.netprofile/Shalini_Mittal9,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,[]
Sophie Leroy,https://www.researchgate.netprofile/Sophie-Leroy,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Laurie Grasset,https://www.researchgate.netprofile/Laurie-Grasset,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Munkhnaran Erdenetsogt,https://www.researchgate.netprofile/Munkhnaran-Erdenetsogt,https://i1.rgstatic.net/ii/profile.image/996254419017731-1614536971395_Q64/Munkhnaran-Erdenetsogt.jpg,EM Normandie Business School,"['Management', 'Business Development']"
Matthew O'Hara,https://www.researchgate.netprofile/Matthew-Ohara-3,https://i1.rgstatic.net/ii/profile.image/997605622415360-1614859123265_Q64/Matthew-Ohara-3.jpg,EM Normandie Business School,"['Financial Analysis', 'Business', 'Finance']"
Baptiste Mercier,https://www.researchgate.netprofile/Baptiste-Mercier-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Alexandre Assaf-Page,https://www.researchgate.netprofile/Alexandre-Assaf-Page,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Marketing Management', 'Branding']"
Laurice Nasr,https://www.researchgate.netprofile/Laurice-Nasr,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Paul Brique,https://www.researchgate.netprofile/Paul-Brique,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,75016,"['Design Thinking', 'Creativity and Innovation', 'Product Design and Development']"
Arthur Autier,https://www.researchgate.netprofile/Arthur-Autier,https://i1.rgstatic.net/ii/profile.image/1010214258106372-1617865256345_Q64/Arthur-Autier.jpg,EM Normandie Business School,"['Business', 'Management', 'Strategic Management']"
Joseph Austry,https://www.researchgate.netprofile/Joseph-Austry,https://i1.rgstatic.net/ii/profile.image/1011443646337024-1618158365034_Q64/Joseph-Austry.jpg,EM Normandie Business School,['Business']
Anas Hfafa,https://www.researchgate.netprofile/Anas-Hfafa,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Edouard Rose,https://www.researchgate.netprofile/Edouard-Rose,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,[]
Juliette Verpilleux,https://www.researchgate.netprofile/Juliette-Verpilleux,https://i1.rgstatic.net/ii/profile.image/1012243898572800-1618349160749_Q64/Juliette-Verpilleux.jpg,"Economy, Territories and Sustainable Development",[]
Lilya Tagmi,https://www.researchgate.netprofile/Lilya-Tagmi,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Alexis Vaucel,https://www.researchgate.netprofile/Alexis-Vaucel,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,School of Business,['Marketing Management']
Vidal Akiteu,https://www.researchgate.netprofile/Vidal-Akiteu,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Risk Assessment', 'Health and Safety', 'Risk Management']"
Idriss Djeumen Ketcha,https://www.researchgate.netprofile/Idriss-Djeumen-Ketcha,https://i1.rgstatic.net/ii/profile.image/1019662250823682-1620117833203_Q64/Idriss-Djeumen-Ketcha.jpg,EM Normandie Business School,"['User Experience', 'Social Computing', 'Social Network Analysis']"
Alexandre Lafreniere,https://www.researchgate.netprofile/Alexandre-Lafreniere-2,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['International Business', 'International Business Management', 'Business']"
Manon Charvin,https://www.researchgate.netprofile/Manon-Charvin,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Audrey manon Torres,https://www.researchgate.netprofile/Audrey-Torres-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Strategic Planning']
Nagham Dagher,https://www.researchgate.netprofile/Nagham-Dagher,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Marketing,"['Research Methodology', 'Report Writing']"
Aubin Petit,https://www.researchgate.netprofile/Aubin-Petit,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,"['Finance', 'Financial Analysis', 'Corporate Finance']"
Sadok Saffar,https://www.researchgate.netprofile/Sadok-Saffar,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Vincent Larquet,https://www.researchgate.netprofile/Vincent-Larquet,https://i1.rgstatic.net/ii/profile.image/1027675808342016-1622028414721_Q64/Vincent-Larquet.jpg,Strategy & Entrepreneurship,"['Collaborative Learning', 'Event Management', 'Collective Intelligence']"
Fatima Radouani,https://www.researchgate.netprofile/Fatima-Radouani,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Department of Finance,[]
Marie Lesueur,https://www.researchgate.netprofile/Marie-Lesueur-2,https://i1.rgstatic.net/ii/profile.image/1036533578612742-1624140271527_Q64/Marie-Lesueur-2.jpg,EM Normandie Business School,"['Communication', 'Mass Communication', 'Media Studies']"
Dominika Łukjan,https://www.researchgate.netprofile/Dominika-Lukjan,https://i1.rgstatic.net/ii/profile.image/1036785782112258-1624200401497_Q64/Dominika-Lukjan.jpg,School of Business,"['Management', 'Strategic Management', 'Business Development']"
Cynthia Lefevre,https://www.researchgate.netprofile/Cynthia-Lefevre,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Thomas Teissier,https://www.researchgate.netprofile/Thomas-Teissier,https://i1.rgstatic.net/ii/profile.image/1039423399534594-1624829258099_Q64/Thomas-Teissier.jpg,EM Normandie Business School,"['Operations Management', 'Production/Operations Management', 'Outsourcing']"
Dembet Benane,https://www.researchgate.netprofile/Dembet-Benane,https://i1.rgstatic.net/ii/profile.image/1040196959215622-1625013689911_Q64/Dembet-Benane.jpg,EM Normandie Business School,"['Strategic Marketing', 'Marketing Management', 'Management']"
Chaimae Errabia,https://www.researchgate.netprofile/Chaimae-Errabia,https://i1.rgstatic.net/ii/profile.image/1042011851329536-1625446393333_Q64/Chaimae-Errabia.jpg,Department of Finance,"['Financial Analysis', 'Management', 'Finance']"
Louis Menochet,https://www.researchgate.netprofile/Louis-Menochet,https://i1.rgstatic.net/ii/profile.image/1071564472721409-1632492287026_Q64/Louis-Menochet.jpg,EM Normandie Business School,[]
Ludivine Kulig,https://www.researchgate.netprofile/Ludivine-Kulig,https://i1.rgstatic.net/ii/profile.image/1074863024390144-1633278723750_Q64/Ludivine-Kulig.jpg,EM Normandie Business School,"['Financial Management', 'Financial Accounting', 'Financial Analysis']"
Marianne Herrmann,https://www.researchgate.netprofile/Marianne-Herrmann,https://i1.rgstatic.net/ii/profile.image/1074954619609088-1633300561094_Q64/Marianne-Herrmann.jpg,Marketing,"['Marketing', 'Digital Marketing', 'Communication']"
Louise Tawil,https://www.researchgate.netprofile/Louise-Tawil,https://i1.rgstatic.net/ii/profile.image/1075111322992642-1633337922836_Q64/Louise-Tawil.jpg,EM Normandie Business School,['Management']
Gilles-Marius Pindra,https://www.researchgate.netprofile/Gilles-Marius-Pindra,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Prabhjot Kaur,https://www.researchgate.netprofile/Prabhjot-Kaur-98,https://i1.rgstatic.net/ii/profile.image/1076289687560193-1633618866307_Q64/Prabhjot-Kaur-98.jpg,Marketing,['Teaching and Learning']
Sandrine Doppler,https://www.researchgate.netprofile/Sandrine-Doppler,https://i1.rgstatic.net/ii/profile.image/1079093772722176-1634287412222_Q64/Sandrine-Doppler.jpg,EM Normandie Business School,"['Agriculture', 'Sustainable Agriculture', 'Agricultural Development']"
Qyi dezv,https://www.researchgate.netprofile/Qyi-Dezv,https://i1.rgstatic.net/ii/profile.image/1079478474280961-1634379132815_Q64/Qyi-Dezv.jpg,Department of Communication,"['Management', 'Business', 'Strategic Planning']"
Irina Cirovic,https://www.researchgate.netprofile/Irina-Cirovic-3,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,Foreign Languages and Humanities,[]
Nolan Mesnildrey,https://www.researchgate.netprofile/Nolan-Mesnildrey,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,[]
Elizabeth Rountree,https://www.researchgate.netprofile/Elizabeth-Rountree,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,"['Management', 'Communication', 'Project Management']"
Cédric Bernet,https://www.researchgate.netprofile/Cedric-Bernet,https://i1.rgstatic.net/ii/profile.image/1083201745358850-1635266829221_Q64/Cedric-Bernet.jpg,"Economy, Territories and Sustainable Development","['Data Collection', 'Research Methodology', 'Qualitative Inquiry']"
Smahi Adil,https://www.researchgate.netprofile/Smahi-Adil,https://i1.rgstatic.net/ii/profile.image/1085969168105473-1635926634446_Q64/Smahi-Adil.jpg,EM Normandie Business School,[]
Caleb Tchembou,https://www.researchgate.netprofile/Caleb-Tchembou,https://c5.rgstatic.net/m/4671872220764/images/template/default/profile/profile_default_m.jpg,EM Normandie Business School,['Management']
