title,link,authors,publication,article_year
"Ecosystem complexity described with ontological tool for a multi-scale, multi-model approaches in distributed environment",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:NhqRSupF_l8C,"G Prévost, P Tranouez, S Lerebourg, C Bertelle, D Olivier","JICCSE 2004, Jordan International Conference on Computer Sciences and …, 2004",2004
Sinusoidal disturbance induced topology identification of Hindmarsh-Rose neural networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:ipzZ9siozwsC,"J Zhao, MA Aziz-Alaoui, C Bertelle, N Corson","Science China Information Sciences 59 (11), 1-9, 2016",2016
Modelling Dynamic Patterns using Mobile Data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:9vf0nzSNQJEC,"SF Behadili, C Bertelle, LE George","Cs & It-Cscp, 25-30, 2016",2016
Cl-AntInc algorithm for clustering binary data streams using the ants behavior,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:dQ2og3OwTAUC,"N Masmoudi, H Azzag, M Lebbah, C Bertelle, MB Jemaa","Procedia Computer Science 96, 187-196, 2016",2016
Modelisation and implementation of our system incremental dynamic case based reasoning founded In the MAS under JADE plate-form,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:eJXPG6dFmWUC,"A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","2014 International Conference on Multimedia Computing and Systems (ICMCS …, 2014",2014
Fence-sitters protect cooperation in complex networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:OU6Ihb5iCvQC,"Y Zhang, MA Aziz-Alaoui, C Bertelle, S Zhou, W Wang","Physical Review E 88 (3), 032127, 2013",2013
Intelligent land-use management and sustainable development: From interacting wireless sensors networks to spatial emergence for decision making,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:RGFaLdJalmkC,"C Bertelle, M Al-Obaidy, A Ayesh, R Ghnemat","2010 Seventh IEEE International Conference and Workshops on Engineering of …, 2010",2010
Modelling spatial self-organisation with swarm intelligence processes,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:kNdYIx-mwKoC,"R Ghnemat, C Bertelle, GHE Duchamp","International Journal of Bio-Inspired Computation 2 (6), 374-382, 2010",2010
Emotion: appraisal-coping model for the “Cascades” problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:hC7cP41nSMkC,"K Mahboub, E Clément, C Bertelle, V Jay","From system complexity to emergent properties, 355-363, 2009",2009
Agent-based modeling using swarm intelligence in geographical information systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:ldfaerwXgEUC,"R Ghnemat, C Bertelle, GHE Duchamp","2008 International Conference on Innovations in Information Technology, 69-73, 2008",2008
Contribution à la représentation multi-échelle des écosystèmes aquatiques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:MXK_kJrjxJIC,"P Tranouez, S Lerebourg, C Bertelle, D Olivier","Revue des Sciences et Technologies de l'Information-Série TSI: Technique et …, 2003",2003
Distributed multi-agents systems used for dynamic aquatic simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:Tiz5es2fbqcC,"C Bertelle, V Jay, D Olivier","ESS 2000, 12th European Simulation Symposium, pp 504-508, 2000",2000
Adaptive behavior modeling in logistic systems with agents and dynamic graphs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:URolC5Kub84C,"T Démare, C Bertelle, A Dutot, D Fournier","ACM Transactions on Autonomous and Adaptive Systems (TAAS) 13 (3), 1-25, 2019",2019
Human Trajectories Characteristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:dTyEYWd-f8wC,"SF Behadili, C Bertelle, LE George","arXiv preprint arXiv:1807.06100, 2018",2018
