title,link,authors,publication,article_year
Cartographie cognitive à l’aide de l’analyse structurelle: un essai d’identiﬁcation des facteurs de risque d'échec des entrepreneurs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:m4fbC6XIj1kC,"N Khelil, A Smida","Risque, stress et décision, 79-94, 2012",2012
Une taxonomie empirique des échecs des nouvelles entreprises : le cas des jeunes créateurs d'entreprises en difficultés,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:_FxGoFyzp5QC,"N Khelil, A Smida, M Zouaoui","20 ème  Conférence de l’Association Internationale de Management Stratégique …, 2011",2011
Managers’ Observations of the Effectiveness of their New Technology-Based Firms (NTBF): An Explorative Approach Based on Cognitive Mapping,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:J3LtWjKFLicC,"S Khiari, N Khelil, M Zouaoui, A Smida","Revue de lEntrepreneuriat 10 (3), 33-65, 2011",2011
Une approche intégrative et dynamique de la performance entrepreneuriale: modélisation et illustration,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:qjMakFHDy7sC,"A Smida, N Khelil","Actes du 10ème Congrès international francophone sur l'entrepreneuriat et la PME, 2010",2010
SMOCS : un modèle configurationnel pour appréhender la réussite entrepreneuriale,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:0EnyYjriUFMC,"A Smida, N Khelil","9 ème Hammamet Colloque International de la Recherche en Sciences de Gestion …, 2010",2010
Conceptions de la performance de la jeune entreprise technologique innovante au travers des perceptions de leurs dirigeants : approche exploratoire basée sur l’étude de la …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:LkGwnXOMwfcC,"S Khiari, N Khelil, M Zouaoui, A Smida","6 ème Congrès de l'Académie de l'Entrepreneuriat (AE) - Nice, 2009",2009
Les entreprises nouvellement créées : une typologie selon des critères de succès/échec,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:hqOjcs7Dif8C,"N Khelil, A Smida","8 ème Colloque International de la Recherche en Sciences de Gestion (ATSG), 2008",2008
Donner forme à l'avenir des entreprises touristiques Tunisiennes à travers des scénarios exploratoires: la démarche prospective,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:Se3iqnhoufwC,N Khelil,"2 ème Colloque International Financement des Entreprises et Stratégie de …, 2007",2007
Prospective stratégique pour les entreprises touristiques,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:5nxA0vEk-isC,N Khelil,"ESC - Université de Tunis, 2005",2005
Regards croisés sur l’échec entrepreneurial Crossed perspectives on entrepreneurial failure,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:qsWQJNntlusC,"N KHELIL, X BRÉDART, N LEVRATTO",,
"Colloque GRH, PME et Entrepreneuriat: Regards croisés 1 er avril 2010, Montpellier, FRANCE",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:GYcXSSpN504C,"N Khelil, IAE de Caen, S Khiari, N Doctorante, A Smida, M Zouaoui, ...",,
Investigation des déterminants de la persistance entrepreneuriale à partir de la discrepancy theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:vVJNg6_NJEsC,"N Khelil, A Jemaa",,
Numéro spécial-Revue de l’Entrepreneuriat,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:3lUAU8Oskd0C,"S Singh, N Khelil, X Brédart, N Levratto",,
Conditions d’émergenc l’innovation au sein des,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:0sTkTiv_uMkC,"C ALLIX, M CHAUDEY, M FADAIRO, N KHELIL, AL LE NADANT, ...",,
What are the roots causes of entrepreneurial failure?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:kUhpeDhEZMUC,N KHELIL,,
La performance entrepreneuriale: un essai de modélisation intégrative et dynamique avec une illustration Entrepreneurial performance: an,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:ji7lAbPyDbYC,"A SMIDA, N KHELIL",,
,,,,
