title,link,authors,publication,article_year
"Water use efficiency, transpiration and net CO2 exchange of four alfalfa genotypes submitted to progressive drought and subsequent recovery",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:YsMSGLbcyi4C,"G Erice, S Louahlia, JJ Irigoyen, M Sánchez-Díaz, IT Alami, JC Avice","Environmental and Experimental Botany 72 (2), 123-130, 2011",2011
A combined 15N tracing/proteomics study in Brassica napus reveals the chronology of proteomics events associated with N remobilisation during leaf senescence …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:Y0pCki6q_DkC,"M Desclos, P Etienne, L Coquet, T Jouenne, J Bonnefoy, R Segura, ...","Proteomics 9 (13), 3580-3608, 2009",2009
"Methyl jasmonate alters N partitioning, N reserves accumulation and induces gene expression of a 32‐kDa vegetative storage protein that possesses chitinase activity in Medicago …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:sSrBHYA8nusC,"F Meuriot, C Noquet, JC Avice, JJ Volenec, SM Cunningham, TG Sors, ...","Physiologia plantarum 120 (1), 113-123, 2004",2004
Effects of the previous shoot removal frequency on subsequent shoot regrowth in two Medicago sativa L. cultivars,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:f2IySw72cVMC,"JC Avice, G Lemaire, A Ourry, J Boucaud","Plant and Soil 188 (2), 189-198, 1997",1997
Increased proline loading to phloem and its effects on nitrogen uptake and assimilation in water‐stressed white clover (Trifolium repens),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:7PzlFSSx8tAC,"BR Lee, YL Jin, JC Avice, JB Cliquet, A Ourry, TH Kim","New Phytologist 182 (3), 654-663, 2009",2009
"Influence of summer sowing dates, N fertilization and irrigation on autumn VSP accumulation and dynamics of spring regrowth in alfalfa (Medicago sativa L.)",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:vV6vV6tmYwMC,"E Justes, P Thiébeau, JC Avice, G Lemaire, JJ Volenec, A Ourry","Journal of experimental botany 53 (366), 111-121, 2002",2002
Arabidopsis thaliana ASN2 encoding asparagine synthetase is involved in the control of nitrogen assimilation and export during vegetative growth,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:3fE2CSJIrl8C,"L Gaufichon, C MASCLAUX‐DAUBRESSE, G Tcherkez, ...","Plant, Cell & Environment 36 (2), 328-342, 2013",2013
Remobilization of leaf S compounds and senescence in response to restricted sulphate supply during the vegetative stage of oilseed rape are affected by mineral N availability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:MXK_kJrjxJIC,"L Dubousset, M Abdallah, AS Desfeux, P Etienne, F Meuriot, ...","Journal of Experimental Botany 60 (11), 3239-3253, 2009",2009
Developmental changes in shoot N dynamics of lucerne (Medicago sativa L.) in relation to leaf growth dynamics as a function of plant density and hierarchical …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:p2g8aNsByqUC,"G Lemaire, JC Avice, TH Kim, A Ourry","Journal of Experimental Botany 56 (413), 935-943, 2005",2005
Vegetative storage proteins in overwintering storage organs of forage legumes: roles and regulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=TkTj0I4AAAAJ&pagesize=100&citation_for_view=TkTj0I4AAAAJ:pqnbT2bcN3wC,"JC Avice, FL Dily, E Goulas, C Noquet, F Meuriot, JJ Volenec, ...","Canadian Journal of Botany 81 (12), 1198-1212, 2003",2003
