title,link,authors,publication,article_year
The knowledge interconnection process: evidence from contract manufacturing relationships,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:fPk4N6BV_jEC,"T Mandják, Z Szalkai, E Hlédik, E Neumann-Bódi, M Magyar, J Simon","Journal of Business & Industrial Marketing, 2021",2021
Construction projects as vehicles for health care innovation?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:dfsIfKJdRG4C,"J Simon, B Révész, T Mandják, Z Szalkai, E Hetesi","The Connectivity of Innovation in the Construction Industry, 143-172, 2019",2019
Influence of the crises on the mobilisation in business networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:YsMSGLbcyi4C,"T MANDJÁK, F DURRIEU","The 30th IMP-conference, 1-18, 2014",2014
A business-to-business love story? Relational Attractiveness (RA) and its impact on the firms' ability to build up and maintain new business relationships,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:IWHjjKOFINEC,"Z Tóth, SC Henneberg, P Naudé, T Mandják","28th International Marketing and Purchasing Group (IMP) Conference, Rome, 1-17, 2012",2012
DO HUNGARIAN SUPPLY CHAIN MEMBERS TRUST IN EACH OTHER?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:kNdYIx-mwKoC,"T Mandják, N Piricz, G Kővágó","26th IMP Conference in Budapest, 2010",2010
How do finance and accounting perceive relationship value?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:r0BpntZqJG4C,"T Mandják, Á Wimmer, H Naffa, L Balpataki","25th IMP Conference in Marseilles, 2009",2009
A digitalizáció és a vevőkapcsolatok kölcsönhatása–egy szerződéses gyártó példáján keresztül,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:pyW8ca7W8N0C,"Z Szalkai, T Mandják, J Simon, E Hlédik, E Neumann-Bódi","Marketing és Menedzsment 55 (k. sz.), 31-40, 2021",2021
No Business is an Island,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:e5wmG9Sq2KIC,"MH Abrahamsen, L Araujo, B Axelsson, E Baraldi, JE Frick, D Ford, ...",,2017
Owner Relationships–A Parallel Network Force,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:W7OEmFMy1HYC,"A Waluszewski, T Mandjak","No Business is an Island, 2017",2017
Downloaded from: http://e-space. mmu. ac. uk/618930,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:bFI3QPDXJZMC,"T Mandjak, S Balaid, P Naude",,2017
The development of trust over time in the Tunisian Automotive Sector,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:UebtZRa9Y70C,"T Mandjak, S Balaid, P Naude","Proceedings of the 2017 CBIM Academic Workshop, 2017",2017
Business marketing: an inter-organisational approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DtnlwoAAAAAJ&pagesize=100&citation_for_view=DtnlwoAAAAAJ:NaGl4SEjCO4C,T Mandják,"HAL, 2016",2016
